SITC Categories,Item Cat 1,Item Cat 2
Chemicals and related products,Fertilizers,"Other fertilizers, n.e.s."
Chemicals and related products,Plastics in primary forms,Polyethylene having a specific gravity of less than 0.94
Chemicals and related products,Plastics in primary forms,Polyethylene having a specific gravity of 0.94 or more
Chemicals and related products,Plastics in primary forms,Ethylene-vinyl acetate copolymers
Chemicals and related products,Plastics in primary forms,"Other polymers of ethylene, in primary forms"
Chemicals and related products,Plastics in primary forms,"Polystyrene, expansible"
Chemicals and related products,Plastics in primary forms,"Polystyrene, other"
Chemicals and related products,Plastics in primary forms,Styrene-acrylonitrile (SAN) copolymers
Chemicals and related products,Plastics in primary forms,Acrylonitrile-butadiene-styrene (ABS) copolymers
Chemicals and related products,Plastics in primary forms,Other styrene polymers
Chemicals and related products,Plastics in primary forms,Polyvinyl chloride not mixed with any other substances
Chemicals and related products,Plastics in primary forms,"Polyvinyl chloride; other, non-plasticized"
Chemicals and related products,Plastics in primary forms,"Polyvinyl chloride; other, plasticized"
Chemicals and related products,Plastics in primary forms,Vinyl chloride-vinyl acetate copolymers
Chemicals and related products,Plastics in primary forms,Other vinyl chloride copolymers
Chemicals and related products,Plastics in primary forms,Vinylidene chloride polymers
Chemicals and related products,Plastics in primary forms,Fluoropolymers
Chemicals and related products,Plastics in primary forms,Other polymers of vinyl chloride or of other halogenated olefins
Chemicals and related products,Plastics in primary forms,Polyacetals
Chemicals and related products,Plastics in primary forms,Other polyethers
Chemicals and related products,Plastics in primary forms,Epoxide resins
Chemicals and related products,Plastics in primary forms,Polycarbonates
Chemicals and related products,Plastics in primary forms,Alkyd resins
Chemicals and related products,Plastics in primary forms,Polyethylene terephthalate
Chemicals and related products,Plastics in primary forms,"Other polyesters, unsaturated"
Chemicals and related products,Plastics in primary forms,"Polyesters in primary forms, n.e.s."
Chemicals and related products,Plastics in primary forms,Polypropylene
Chemicals and related products,Plastics in primary forms,Polyisobutylene
Chemicals and related products,Plastics in primary forms,Propylene copolymers
Chemicals and related products,Plastics in primary forms,Other olefins
Chemicals and related products,Plastics in primary forms,Polymethyl methacrylate
Chemicals and related products,Plastics in primary forms,Other acrylic polymers
Chemicals and related products,Plastics in primary forms,"Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12"
Chemicals and related products,Plastics in primary forms,Other polyamides
Chemicals and related products,Plastics in primary forms,Urea resins; thiourea resins
Chemicals and related products,Plastics in primary forms,Melamine resins
Chemicals and related products,Plastics in primary forms,Other amino resins
Chemicals and related products,Plastics in primary forms,Phenolic resins
Chemicals and related products,Plastics in primary forms,Polyurethanes
Chemicals and related products,Plastics in primary forms,"Cellulose acetates, non-plasticized"
Chemicals and related products,Plastics in primary forms,"Cellulose acetates, plasticized"
Chemicals and related products,Plastics in primary forms,Cellulose nitrates (including collodions)
Chemicals and related products,Plastics in primary forms,Cellulose ethers
Chemicals and related products,Plastics in primary forms,"Other cellulose and its chemical derivatives, n.e.s."
Chemicals and related products,Plastics in primary forms,Polymers of vinyl acetate
Chemicals and related products,Plastics in primary forms,Polymers of other vinyl esters; other vinyl polymers
Chemicals and related products,Plastics in primary forms,Silicones in primary forms
Chemicals and related products,Plastics in primary forms,-
Chemicals and related products,Plastics in primary forms,"Alginic acid, its salts and esters"
Chemicals and related products,Plastics in primary forms,"Natural polymers and modified natural polymers (e.g., hardened proteins, chemical derivatives of natural rubber), n.e.s."
Chemicals and related products,Plastics in primary forms,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and plastics, n.e.s."
Chemicals and related products,Plastics in primary forms,Ion exchangers based on polymers
Chemicals and related products,Plastics in primary forms,"Waste, parings, and scraps of polymers of ethylene"
Chemicals and related products,Plastics in primary forms,"Waste, parings, and scraps of polymers of styrene"
Chemicals and related products,Plastics in primary forms,"Waste, parings, and scraps of polymers of vinyl chloride"
Chemicals and related products,Plastics in primary forms,"Waste, parings, and scraps of other plastics"
Chemicals and related products,Plastics in non-primary forms,Artificial guts (sausage casings) of hardened protein or of cellulosic materials
Chemicals and related products,Plastics in non-primary forms,"Tubes, pipes and hoses, rigid"
Chemicals and related products,Plastics in non-primary forms,"Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 Mpa"
Chemicals and related products,Plastics in non-primary forms,"Other tubes, pipes and hoses, not reinforced or otherwise combined with other materials, without fittings"
Chemicals and related products,Plastics in non-primary forms,"Tubes, pipes and hoses, not reinforced or otherwise combined with other materials, with fittings"
Chemicals and related products,Plastics in non-primary forms,"Other tubes, pipes and hoses"
Chemicals and related products,Plastics in non-primary forms,"Fittings for tubes, pipes and hoses (e.g., joints, elbows, flanges), of plastics"
Chemicals and related products,Plastics in non-primary forms,"Plates, sheets, film, foil, tape, strip and other flat shapes, self-adhesive, of plastics, whether or not in rolls, other than floor, wall and ceiling coverings, in rolls of a width not exceeding 20 cm"
Chemicals and related products,Plastics in non-primary forms,"Other plates, sheets, film, foil, tape, strip and other flat shapes, self-adhesive, of plastics, whether or not in rolls, other than floor, wall and ceiling coverings"
Chemicals and related products,Plastics in non-primary forms,"Other plates, sheets, film, foil and strip, of polymers of ethylene, non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
Chemicals and related products,Plastics in non-primary forms,"Other plates, sheets, film, foil and strip, of polymers of propylene, non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
Chemicals and related products,Plastics in non-primary forms,"Other plates, sheets, film, foil and strip, of polymers of styrene, non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
Chemicals and related products,Plastics in non-primary forms,"Other plates, sheets, film, foil and strip, of polymers of vinyl chloride, non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
Chemicals and related products,Plastics in non-primary forms,"Other plates, sheets, film, foil and strip, of polymers of acrylic polymers, non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
Chemicals and related products,Plastics in non-primary forms,"Other plates, sheets, film, foil and strip, of polymers of polycarbonates, alkyd resins, polyallyl esters or other polyesters, non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
Chemicals and related products,Plastics in non-primary forms,"Other plates, sheets, film, foil and strip, of cellulose or its chemical derivatives, n.e.s., non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
Chemicals and related products,Plastics in non-primary forms,"Other plates, sheets, film, foil and strip, of other plastics, non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
Chemicals and related products,Plastics in non-primary forms,"Other plates, sheets, film, foil and strip, of plastics; cellular"
Chemicals and related products,Plastics in non-primary forms,"Other plates, sheets, film, foil and strip, of plastics; other"
Chemicals and related products,Plastics in non-primary forms,Monofilament of polymers of ethylene
Chemicals and related products,Plastics in non-primary forms,Monofilament of polymers of vinyl chloride
Chemicals and related products,Plastics in non-primary forms,Monofilament of other plastics
Chemicals and related products,Chemical materials and products,Insecticides
Chemicals and related products,Chemical materials and products,Fungicides
Chemicals and related products,Chemical materials and products,"Herbicides, anti-sprouting products and plant-growth regulators"
Chemicals and related products,Chemical materials and products,Disinfectants
Chemicals and related products,Chemical materials and products,"Other insecticides, fungicides, herbicides, disinfectants; put up in forms or packings for retail sale or as preparations or articles, n.e.s"
Chemicals and related products,Chemical materials and products,Wheat starch
Chemicals and related products,Chemical materials and products,Maize (corn) starch
Chemicals and related products,Chemical materials and products,Potato starch
Chemicals and related products,Chemical materials and products,Manioc (cassava) starch
Chemicals and related products,Chemical materials and products,Other starches
Chemicals and related products,Chemical materials and products,Inulin
Chemicals and related products,Chemical materials and products,"Wheat gluten, whether or not dried"
Chemicals and related products,Chemical materials and products,Casein
Chemicals and related products,Chemical materials and products,Caseinates and other casein derivatives; casein glues
Chemicals and related products,Chemical materials and products,"Albumins (including concentrates of two or more whey proteins, containing by weight more than 80% whey proteins, calculated on the dry matter), other than egg albumin; albuminates and other albumin derivatives"
Chemicals and related products,Chemical materials and products,"Gelatin (including gelatin in rectangular, including square, sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, n.e.s."
Chemicals and related products,Chemical materials and products,"Peptones and their derivatives; other protein substances and their derivatives, n.e.s.; hide powder, whether or not chromed"
Chemicals and related products,Chemical materials and products,Dextrins and other modified starches
Chemicals and related products,Chemical materials and products,"Glues based on starches, or on dextrins or other modified starches"
Chemicals and related products,Chemical materials and products,"Prepared glues and other prepared adhesives, n.e.s.; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg"
Chemicals and related products,Chemical materials and products,Propellent powders
Chemicals and related products,Chemical materials and products,Prepared explosives (other than propellent powders)
Chemicals and related products,Chemical materials and products,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators
Chemicals and related products,Chemical materials and products,Fireworks
Chemicals and related products,Chemical materials and products,"Signalling flares, rain rockets, fog signals and other pyrotechnical articles"
Chemicals and related products,Chemical materials and products,Anti-knock preparations
Chemicals and related products,Chemical materials and products,Additives for lubricating oils
Chemicals and related products,Chemical materials and products,"Prepared additives for mineral oils or for other liquids used for the same purposes as mineral oils, n.e.s."
Chemicals and related products,Chemical materials and products,"Hydraulic brake fluids and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals"
Chemicals and related products,Chemical materials and products,Anti-freezing preparations and prepared de-icing fluids
Chemicals and related products,Chemical materials and products,"Preparations for the treatment of textial materials, leather, furskins or other materials, containing petroleum oils or oils obtained from bituminous minerals"
Chemicals and related products,Chemical materials and products,"Lubricating preparations containing petroleum oils or oils obtained from bituminous minerals, n.e.s."
Chemicals and related products,Chemical materials and products,"Preparations for the treatment of textile materials, leather, furskins or other materials, containing oils or greases other than of petroleum or bituminous minerals"
Chemicals and related products,Chemical materials and products,Lubricating preparations containing oils or greases other than of petroleum or bituminous minerals
Chemicals and related products,Chemical materials and products,"Tall oil, whether or not refined"
Chemicals and related products,Chemical materials and products,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated (including lignin sulphonates, but excluding tall oil)"
Chemicals and related products,Chemical materials and products,"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constituent"
Chemicals and related products,Chemical materials and products,"Rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; run gums."
Chemicals and related products,Chemical materials and products,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers’ pitch and similar preparations based on rosin, resin acids or on vegetable pitch"
Chemicals and related products,Chemical materials and products,Artificial waxes and prepared waxes of polyethylene glycol
Chemicals and related products,Chemical materials and products,"Artificial waxes and prepared waxes, other"
Chemicals and related products,Chemical materials and products,Mixed alkylbenzenes and mixed alkylnaphthalenes
Chemicals and related products,Chemical materials and products,"Chemical elements doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics"
Chemicals and related products,Chemical materials and products,"Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semi-manufactures"
Chemicals and related products,Chemical materials and products,Prepared rubber accelerators
Chemicals and related products,Chemical materials and products,Activated carbon
Chemicals and related products,Chemical materials and products,-
Chemicals and related products,Chemical materials and products,"Activated natural mineral products; animal black, including spent animal black"
Chemicals and related products,Chemical materials and products,"Prepared culture media for development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells"
Chemicals and related products,Chemical materials and products,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing; certified reference materials"
Chemicals and related products,Chemical materials and products,Supported catalysts with nickel or nickel compounds as the active substance
Chemicals and related products,Chemical materials and products,Supported catalysts with precious metal or precious metal compounds as the active substance
Chemicals and related products,Chemical materials and products,Other supported catalysts
Chemicals and related products,Chemical materials and products,Other catalysts and catalytic preparations
Chemicals and related products,Chemical materials and products,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestruffs and other products and preparations (e.g., dressings and mordants) of a kind used in the textile, paper, leather or like industries, n.e.s."
Chemicals and related products,Chemical materials and products,"Compound plasticizers for rubber or plastics, n.e.s.; anti- oxidizing preparations and other compound stabilizers for rubber or plastics"
Chemicals and related products,Chemical materials and products,Preparations and charges for fire extinguishers; charged fire- extinguishing grenades
Chemicals and related products,Chemical materials and products,"Modelling pastes (including those put up for children's amusement); preparations known as “dental wax” or as “dental impression compounds”, put up on sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms; other preparations for use in dentistry, with a basis of plaster (of calcined gypsum or calcium sulphate)"
Chemicals and related products,Chemical materials and products,"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, brazing or welding; soldering, brazing or welding powders and pastes consisting of metal and other materials; preparations of a kind used as cores or coatings for welding electrodes or rods"
Chemicals and related products,Chemical materials and products,"Prepared additives for cements, mortars or concretes"
Chemicals and related products,Chemical materials and products,Non-refractory mortars and concretes
Chemicals and related products,Chemical materials and products,Other chemical products and preparations
Chemicals and related products,Chemical materials and products,Municipal waste; sewage sludge
Chemicals and related products,Chemical materials and products,Clinical waste
Chemicals and related products,Chemical materials and products,Waste organic solvents
Chemicals and related products,Chemical materials and products,"Wastes of metal pickling liquors, hydraulic fluids, brake fluids and anti-freeze fluids"
Chemicals and related products,Chemical materials and products,Other wastes from chemical or allied industries
Manufactured goods,Leather goods,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls."
Manufactured goods,Leather goods,Bovine (including buffalo) or equine hides and skins not further prepared in the wet state 
Manufactured goods,Leather goods,Bovine (including buffalo) or equine hides and skins not further prepared in the dry state 
Manufactured goods,Leather goods,"Bovine (including buffalo) or equine leather further prepared after tanning or crusting, including parchment-dressed leather"
Manufactured goods,Leather goods,"Sheep- or lambskin leather, without wool on, with tanned or crust skins, but not further prepared"
Manufactured goods,Leather goods,"Sheep- or lambskin leather further prepared after tanning or crusting, including parchment-dressed leather"
Manufactured goods,Leather goods,"Goat- or kidskin leather, without hair on, with tanned or crust hides and skins, but not further prepared "
Manufactured goods,Leather goods,"Goat- or kidskin leather further prepared after tanning or crusting, including parchment-dressed leather"
Manufactured goods,Leather goods,"Leather of swine, without hair on"
Manufactured goods,Leather goods,"Leather of reptiles, without hair on"
Manufactured goods,Leather goods,"Leather of other animals, without hair on"
Manufactured goods,Leather goods,Chamois (including combination chamois) leather
Manufactured goods,Leather goods,Patent leather and patent- laminated leather; metallized leather 
Manufactured goods,Leather goods,"Saddlery and harness for any animal (including traces, leads, knee-pads, muzzles, saddle-cloths, saddle-bags, dog coats and the like), of any material"
Manufactured goods,Leather goods,Other articles of leather or of composition leather 
Manufactured goods,Leather goods,"Whole furskins of mink, with or without head, tail or paws, not assembled"
Manufactured goods,Leather goods,"Whole furskins of other animals, with or without head, tail or paws, not assembled"
Manufactured goods,Leather goods,"Heads, tails, paws and other pieces or cuttings, not assembled "
Manufactured goods,Leather goods,"Whole furskins and pieces or cuttings thereof, assembled"
Manufactured goods,Rubber goods,Compounded rubber with carbon black or silica
Manufactured goods,Rubber goods,Compounded rubber solutions; dispersions
Manufactured goods,Rubber goods,"Other compounded rubber, unvulcanized, in primary forms or in plates, sheets or strip"
Manufactured goods,Rubber goods,"""Camel-back"" strips for retreading rubber tyres"
Manufactured goods,Rubber goods,"Other forms (e.g., rods, tubes and profile shapes) and articles (e.g., discs and rings), of unvulcanized rubber"
Manufactured goods,Rubber goods,Vulcanized rubber thread and cord
Manufactured goods,Rubber goods,"Plates, sheets, strip, rods and profile shapes, of unhardened vulcanized cellular rubber"
Manufactured goods,Rubber goods,"Plates, sheets, strip, rods and profile shapes, of unhardened vulcanized non-cellular rubber"
Manufactured goods,Rubber goods,"Tubes, pipes and hoses, of unhardened vulcanized rubber, not reinforced or otherwise combined with other materials, without fittings "
Manufactured goods,Rubber goods,"Tubes, pipes and hoses, of unhardened vulcanized rubber, reinforced or otherwise combined only with metal, without fittings"
Manufactured goods,Rubber goods,"Tubes, pipes and hoses, of unhardened vulcanized rubber, reinforced or otherwise combined only with textile materials, without fittings "
Manufactured goods,Rubber goods,"Tubes, pipes and hoses, of unhardened vulcanized rubber, reinforced or otherwise combined with other materials, without fittings "
Manufactured goods,Rubber goods,"Tubes, pipes and hoses, of unhardened vulcanized rubber, with fittings "
Manufactured goods,Rubber goods,"Tyres, pneumatic, new, of a kind used on motor cars (including station wagons and racing cars)"
Manufactured goods,Rubber goods,"Tyres, pneumatic, new, of a kind used on buses or lorries"
Manufactured goods,Rubber goods,"Tyres, pneumatic, new, of a kind used on aircraft "
Manufactured goods,Rubber goods,"Tyres, pneumatic, new, of a kind used on motorcycles"
Manufactured goods,Rubber goods,"Tyres, pneumatic, new, of a kind used on bicycles"
Manufactured goods,Rubber goods,"Other new pneumatic tyres having a ""herring-bone"" or similar tread"
Manufactured goods,Rubber goods,Other new pneumatic tyres
Manufactured goods,Rubber goods,"Inner tubes, or rubber"
Manufactured goods,Rubber goods,Retreaded tyres
Manufactured goods,Rubber goods,Used pneumatic tyres
Manufactured goods,Rubber goods,"Solid or cushion tyres, tyre treads and tyre flaps of rubber "
Manufactured goods,Rubber goods,Sheath contraceptives
Manufactured goods,Rubber goods,Other hygienic or pharmaceutical articles of unhardened vulcanized rubber
Manufactured goods,Rubber goods,Transmission belts or belting
Manufactured goods,Rubber goods,Conveyor belts or belting
Manufactured goods,Rubber goods,"Hard rubber (e.g., ebonite), in all forms (including waste and scrap); articles of hard rubber"
Manufactured goods,Rubber goods,"Articles of unhardened cellular vulcanized rubber, n.e.s."
Manufactured goods,Rubber goods,"Articles of unhardened non-cellular vulcanized rubber, n.e.s. "
Manufactured goods,Cork and wood,Corks and stoppers
Manufactured goods,Cork and wood,Other articles of natural cork
Manufactured goods,Cork and wood,"Blocks, plates, sheets, strip; tiles and solid cylinders of cork"
Manufactured goods,Cork and wood,Other agglomerated cork (with or without a binding substance) and articles of agglomerated cork
Manufactured goods,Cork and wood,"Sheets for veneering for coniferous plywood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm"
Manufactured goods,Cork and wood,"Sheets for veneering for non-coniferous plywood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm"
Manufactured goods,Cork and wood,"Densified wood, in blocks, plates, strips or profile shapes"
Manufactured goods,Cork and wood,"Particle board, oriented strand board (OSB) and similar board of wood, whether or not agglomerated with resins or other organic binding substances"
Manufactured goods,Cork and wood,"Particle board and similar board of ligneous materials other than wood, whether or not agglomerated with resins or other organic binding substances"
Manufactured goods,Cork and wood,"Other plywood, consisting solely of sheets of wood (other than bamboo), each ply not exceeding 6 mm thickness"
Manufactured goods,Cork and wood,"Bamboo plywood, veneered panels and similar laminated wood"
Manufactured goods,Cork and wood,"Plywood, veneered panels and other blockboard, laminboard and battenboard"
Manufactured goods,Cork and wood,"Other plywood, veneered panels and similar laminated wood"
Manufactured goods,Cork and wood,"Medium density fibreboard (MDF), whether or not bonded with resins or other organic substances"
Manufactured goods,Cork and wood,"Fibreboard of wood or other ligneous materials, n.e.s."
Manufactured goods,Cork and wood,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walking-sticks, umbrellas, tool handles or the like; chipwood and the like"
Manufactured goods,Cork and wood,Wood wool; wood flour 
Manufactured goods,Cork and wood,"Packing cases, boxes, crates, drums and similar packings; cable-drums "
Manufactured goods,Cork and wood,"Pallets, box pallets and other load boards; pallet collars"
Manufactured goods,Cork and wood,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood (including staves)"
Manufactured goods,Cork and wood,"Windows, French windows and their frames"
Manufactured goods,Cork and wood,Wooden doors and their frames and thresholds
Manufactured goods,Cork and wood,Shingles and shakes
Manufactured goods,Cork and wood,Assembled flooring panels
Manufactured goods,Cork and wood,Other builders' joinery and carpentry of wood
Manufactured goods,Cork and wood,"Wooden frames for paintings, photographs, mirrors or similar objects "
Manufactured goods,Cork and wood,Wooden tableware and kitchenware
Manufactured goods,Cork and wood,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles; statuettes and other ornaments; other wooden articles of furniture n.e.s."
Manufactured goods,Cork and wood,"Manufactured wooden tools, tool bodies, tool handles, broom or brush bodies and handles; boot or shoe lasts and trees"
Manufactured goods,Cork and wood,"Other manufactured articles of wood, n.e.s."
Manufactured goods,Paper,"Newsprint, in rolls or sheets"
Manufactured goods,Paper,Handmade paper and paperboard
Manufactured goods,Paper,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive paper or paperboard"
Manufactured goods,Paper,Wallpaper base
Manufactured goods,Paper,"Other paper and paperboard, not containing fibres obtained by a mechanical or chemi- mechanical process or of which not more than 10 % by weight of the total fibre content consists of such fibres"
Manufactured goods,Paper,"Other paper and paperboard, of which more than 10% by weight of the total fibre content consists of fibres obtained by a mechanical or chemi-mechanical process"
Manufactured goods,Paper,"Carbon paper, self-copy paper and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets "
Manufactured goods,Paper,"Paper and paperboard of a kind used for writing, printing or other graphic purposes, not containing fibres obtained by a mechanical or chemi- mechanical process or of which not more than 10 % by weight of the total fibre content consists of such fibres "
Manufactured goods,Paper,"Paper and paperboard of a kind used for writing, printing or other graphic purposes, of which more than 10 % by weight of the total fibre content consists of fibres obtained by a mechanical or chemi- mechanical process "
Manufactured goods,Paper,Kraftliner
Manufactured goods,Paper,Sack kraft paper
Manufactured goods,Paper,"Kraft paper and paperboard, Kraft paper and paperboard, g/m2 but less than 225 g/m2"
Manufactured goods,Paper,"Kraft paper and paperboard, 225 g/m2 or more "
Manufactured goods,Paper,Fluting paper
Manufactured goods,Paper,Sulphite wrapping paper
Manufactured goods,Paper,"Vegetable parchment, greaseproof papers, tracing-papers and glassine and other glazed transparent or translucent papers "
Manufactured goods,Paper,Testliner (recycled liner board)
Manufactured goods,Paper,"Cigarette paper, n.e.s."
Manufactured goods,Paper,Filter-paper and paperboard; felt paper and paperboard
Manufactured goods,Paper,"Other paper and paperboard, uncoated"
Manufactured goods,Paper,"Sack kraft paper, creped or crinkled, whether or not embossed or perforated"
Manufactured goods,Paper,"Other kraft paper, creped or crinkled, whether or not embossed or perforated"
Manufactured goods,Paper,"Toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or sanitary purposes, cellulose wadding and webs of cellulose fibres, whether or not creped, crinkled, embossed, perforated, surface-coloured, surface-decorated or printed, in rolls or sheets"
Manufactured goods,Paper,"Paper and paperboard, corrugated (with or without glued flat surface sheets), whether or not perforated"
Manufactured goods,Paper,"Paper, creped, crinkled, embossed or perforated, n.e.s."
Manufactured goods,Paper,"Paper and paperboard coated, impregnated or covered with plastics (excluding adhesives), bleached, weighing more than 150 g/m2"
Manufactured goods,Paper,"Other paper and paperboard, coated, impregnated or covered with plastics (excluding adhesives ) "
Manufactured goods,Paper,"Tarred, bituminised or asphalted paper and paperboard"
Manufactured goods,Paper,"Kraft paper and paperboard, other than that of a kind used for writing, printing or other graphic purposes, bleached uniformly throughout the mass and of which more than 95 % by weight of the total fibre content consists of wood fibres obtained by a chemical process, and weighing 150 g/m2 or less"
Manufactured goods,Paper,"Kraft paper and paperboard, other than that of a kind used for writing, printing or other graphic purposes, bleached uniformly throughout the mass and of which more than 95 % by weight of the total fibre content consists of wood fibres obtained by a chemical process, and weighing more than 150 g/m2"
Manufactured goods,Paper,"Other kraft paper and paperboard, other than that of a kind used for writing, printing or other graphic purposes"
Manufactured goods,Paper,Other paper and paperboard
Manufactured goods,Paper,Gummed or adhesive paper and paperboard
Manufactured goods,Paper,"Other paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated or covered with wax, parafin wax, stearin, oil or glycerol"
Manufactured goods,Paper,"Composite paper and paperboard (made by sticking flat layers of paper or paperboard together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets"
Manufactured goods,Paper,"Filter blocks, slabs and plates, of paper pulp"
Manufactured goods,Paper,Wallpaper and similar wall coverings; window transparencies of paper 
Manufactured goods,Paper,"Cartons, boxes and cases, of corrugated paper or paperboard"
Manufactured goods,Paper,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard"
Manufactured goods,Paper,"Sacks and bags, having a base of a width of 40 cm or more "
Manufactured goods,Paper,"Other sacks and bags, including cones"
Manufactured goods,Paper,"Other packing containers, including record sleeves"
Manufactured goods,Paper,"Box files, letter trays, storage boxes and similar articles, of a kind used in offices, shops or the like"
Manufactured goods,Paper,Envelopes
Manufactured goods,Paper,"Letter-cards, plain postcards and correspondence cards"
Manufactured goods,Paper,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery"
Manufactured goods,Paper,"Registers, account-books, notebooks, order books, receipt books, letter pads, memorandum pads, diaries and similar articles"
Manufactured goods,Paper,Exercise books
Manufactured goods,Paper,"Binders (other than book covers), folders and file covers"
Manufactured goods,Paper,Manifold business forms and interleaved carbon sets
Manufactured goods,Paper,Albums for samples or for collections
Manufactured goods,Paper,"Book covers; blotting pads and other articles of stationery, n.e.s."
Manufactured goods,Paper,"Cigarette paper, cut to size, whether or not in the form of booklets or tubes"
Manufactured goods,Paper,"Carbon paper, self-copy paper and other copying or transfer papers, duplicator stencils and offset plates, of paper, whether or not put up in boxes"
Manufactured goods,Paper,"Toilet paper, cut to size or shape, in rolls or in sheets"
Manufactured goods,Paper,"Filter-paper and paperboard, cut to size or shape"
Manufactured goods,Paper,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (whether or not perforated or hardened)"
Manufactured goods,Paper,"Trays, dishes, plates, cups and the like, of paper or paperboard"
Manufactured goods,Paper,"Handkerchiefs, cleansing tissues, towels, serviettes, tablecloths, bed sheets and other paper linen; paper garments and clothing accessories "
Manufactured goods,Paper,"Sanitary towels and tampons, napkins (diapers) and napkin liners for babies and similar sanitary articles, of paper pulp, paper, cellulose wadding or webs of cellulose fibres"
Manufactured goods,Paper,"Other paper, paperboard, cellulose wadding or webs of cellulose fibres cut to size or shape; other articles of paper pulp, paper or paperboard, cellulose wadding or webs of cellulose fibres "
Manufactured goods,Textiles and fabrics,"Yarn of carded wool, containing 85% or more by weight of wool, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Yarn of combed wool, containing 85% or more by weight of wool, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Yarn of fine animal hair (carded or combed), not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Yarn of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale."
Manufactured goods,Textiles and fabrics,"Yarn containing 85% or more by weight of wool or of fine animal hair, put up for retail sale"
Manufactured goods,Textiles and fabrics,"Yarn of carded wool containing less than 85% by weight of wool, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Yarn of combed wool containing less than 85% by weight of wool, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Yarn of wool or fine animal hair, containing less than 85% by weight of wool or of fine animal hair, put up for retail sale "
Manufactured goods,Textiles and fabrics,"Cotton sewing thread, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Cotton sewing thread, put up for retail sale"
Manufactured goods,Textiles and fabrics,"Cotton yarn, containing 85% or more by weight of cotton, put up for retail sale"
Manufactured goods,Textiles and fabrics,"Other cotton yarn, put up for retail sale"
Manufactured goods,Textiles and fabrics,"Cotton yarn, containing 85% or more by weight of cotton, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Cotton yarn, containing less than 85% by weight of cotton, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Sewing thread of synthetic filaments, whether or not put up for retail sale"
