SITC Categories,Item Cat 1,Item Cat 2
Manufactured goods,Textiles and fabrics,"Sewing thread of artificial filaments, whether or not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Sewing thread of artificial staple fibres, whether or not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Synthetic filament yarn of nylon or other polyamides, textured, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Synthetic filament yarn of polyesters, textured, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Other synthetic filament yarn, textured, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"High tenacity yarn of nylon or other polyamides or of polyesters, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Other yarn, single, untwisted or with a twist not exceeding 50 turns per metre, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Other yarn, single, with a twist exceeding 50 turns per metre, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Other yarn, multiple (folded) or cabled, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"High tenacity yarn of viscose rayon, not put up for retail sale "
Manufactured goods,Textiles and fabrics,"Other yarn, single, of viscose rayon, untwisted or with a twist not exceeding 120 turns per metre, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Other artificial filament yarn, single, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Other artificial filament yarn (other than sewing thread), multiple (folded) or cabled, not put up for retail sale"
Manufactured goods,Textiles and fabrics,Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like of artificial textile materials of an apparent width not exceeding 5 mm
Manufactured goods,Textiles and fabrics,"Man-made filament yarn (other than sewing thread), put up for retail sale"
Manufactured goods,Textiles and fabrics,"Yarn (other than sewing thread) containing 85% or more by weight of synthetic staple fibres, put up for retail sale"
Manufactured goods,Textiles and fabrics,"Yarn (other than sewing thread) containing 85% or more by weight of synthetic staple fibres, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Yarn (other than sewing thread) of synthetic staple fibres, containing less than 85% by weight of such fibres, put up for retail sale "
Manufactured goods,Textiles and fabrics,"Yarn (other than sewing thread) of synthetic staple fibres, containing less that 85% by weight of such fibres, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Yarn (other than sewing thread) of artificial staple fibres, put up for retail sale "
Manufactured goods,Textiles and fabrics,"Yarn (other than sewing thread) containing 85% or more by weight of artificial staple fibres, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Yarn (other than sewing thread) of artificial staple fibres, containing less than 85% by weight of these fibres, not put up for retail sale "
Manufactured goods,Textiles and fabrics,"Synthetic monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (e.g., artificial straw) of synthetic textile materials of an apparent width not exceeding 5 mm"
Manufactured goods,Textiles and fabrics,"Metallized yarn, being textile yarn, or strip, combined with metal in the form of thread, strip or powder or covered with metal"
Manufactured goods,Textiles and fabrics,"Silk yarn (other than yarn spun from silk waste), not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Yarn spun from silk waste, not put up for retail sale"
Manufactured goods,Textiles and fabrics,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut"
Manufactured goods,Textiles and fabrics,"Slivers, rovings, yarn and chopped strands, of glass fibres"
Manufactured goods,Textiles and fabrics,Flax yarn
Manufactured goods,Textiles and fabrics,Yarn of jute or of other textile bast fibres
Manufactured goods,Textiles and fabrics,Yarn of other vegetable textile fibres; paper yarn 
Manufactured goods,Textiles and fabrics,"Terry towelling and similar woven terry fabrics, of cotton, unbleached"
Manufactured goods,Textiles and fabrics,"Other terry towelling and similar woven terry fabrics, of cotton"
Manufactured goods,Textiles and fabrics,"Pile fabrics, woven, of cotton, uncut"
Manufactured goods,Textiles and fabrics,"Other pile and chenille fabrics, woven, of cotton"
Manufactured goods,Textiles and fabrics,"Woven fabrics containing 85% or more by weight of cotton, unbleached, weighing not more than 200 g/m2 "
Manufactured goods,Textiles and fabrics,"Woven fabrics containing 85% or more by weight of cotton, unbleached, weighing more than 200 g/m2"
Manufactured goods,Textiles and fabrics,"Woven cotton fabrics, containing less than 85% by weight of cotton, unbleached, mixed mainly or solely with man-made fibres, weighing not more than 200 g/m2 "
Manufactured goods,Textiles and fabrics,"Woven cotton fabrics, containing less than 85% by weight of cotton, unbleached, mixed mainly or solely with man-made fibres, weighing more than 200 g/m2 "
Manufactured goods,Textiles and fabrics,"Other woven fabrics of cotton, unbleached, weighing not more than 200 g/m2"
Manufactured goods,Textiles and fabrics,"Other woven fabrics of cotton, unbleached, weighing more than 200 g/m2"
Manufactured goods,Textiles and fabrics,"Other bleached woven fabrics, containing 85% or more by weight of cotton, weighing not more than 200 g/m2"
Manufactured goods,Textiles and fabrics,"Other dyed woven fabrics, containing 85% or more by weight of cotton, weighing not more than 200 g/m2"
Manufactured goods,Textiles and fabrics,"Other woven fabrics of yarns of different colours, containing 85% or more by weight of cotton, weighing not more than 200 g/m2"
Manufactured goods,Textiles and fabrics,"Other printed woven fabrics, containing 85% or more by weight of cotton, weighing not more than 200 g/m2"
Manufactured goods,Textiles and fabrics,"Other bleached woven fabrics, containing 85% or more by weight of cotton, weighing more than 200 g/m2"
Manufactured goods,Textiles and fabrics,"Other dyed woven fabrics, containing 85% or more by weight of cotton, weighing more than 200 g/m2"
Manufactured goods,Textiles and fabrics,"Other woven fabrics of denim and yarns of different colours, containing 85% or more by weight of cotton, weighing more than 200 g/m2"
Manufactured goods,Textiles and fabrics,"Other woven fabrics of yarns of different colours (other than denim), containing 85% or more by weight of cotton, weighing more than 200 g/m2"
Manufactured goods,Textiles and fabrics,"Other woven fabrics, containing 85% or more by weight of cotton, printed, weighing more than 200 g/m2"
Manufactured goods,Textiles and fabrics,"Other bleached woven cotton fabrics, containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing not more than 200 g/m2"
Manufactured goods,Textiles and fabrics,"Other dyed woven cotton fabrics, containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing not more than 200 g/m2"
Manufactured goods,Textiles and fabrics,"Other woven cotton fabrics of yarns of different colours, containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing not more than 200 g/m2"
